Seed     Revenue  Train score1         Train score2         Train score3         Winning score1       Winning score2       Winning score3      
0        8513402  0.8751374843695723   0.7418081326490328   8.910380729497625    0.979586726177942    0.9121338912133892   -0.9766537549169745 
10       8337820  0.8765925859228912   0.7473351756810107   8.759199656966322    0.9783636677943665   0.9037656903765691   -2.2466350739602414 
20       8026335  0.8708243334525161   0.7315436241610739   8.491002254172113    0.9764395158119024   0.8849372384937239   1.5452041653127853  
30       8420326  0.8726262669493188   0.7323332017370706   8.830239658619496    0.9806926981926444   0.9037656903765691   -1.9407401648266212 
40       8281323  0.880302211014063    0.7575996841689696   8.710554140599035    0.9760843951826528   0.9121338912133892   0.43156832933746564 
50       8547535  0.8741092520932275   0.7406237662850375   8.939770208764923    0.9786366813361083   0.9121338912133892   -0.19827393462415596
60       8282038  0.8778885578182136   0.7485195420450059   8.71116977583989     0.975014268848878    0.9100418410041841   1.9790757362643736  
70       8492852  0.8733698490409925   0.7343071456770628   8.892686597749961    0.9805636994762169   0.9058577405857741   -1.525429936062747  
80       8492325  0.874403853672747    0.7453612317410185   8.892232835831177    0.9795105447435559   0.9058577405857741   -2.725703905540418  
90       8193294  0.8774579840794257   0.7477299644690091   8.634758679595867    0.973693858039491    0.9058577405857741   0.3753186189317576  
100      8313537  0.8810037629622988   0.7658902487169365   8.738291306541576    0.9752525093249876   0.9184100418410042   -1.608363814406267  
110      8462516  0.8764477978446116   0.7469403868930122   8.866566442971513    0.9786562815316023   0.9121338912133892   -0.8636682121081113 
120      8470037  0.874991085138219    0.7422029214370311   8.873042236882664    0.9771141805125038   0.9100418410041841   -1.373853586027499  
130      8352530  0.8760124750945694   0.7516778523489933   8.771865383390075    0.9782589691294036   0.9121338912133892   -1.7937784251359947 
140      8424634  0.8758670468293318   0.7560205290169759   8.83394896857419     0.9778531129104505   0.9121338912133892   -1.676692843384205  
150      8329819  0.8770259965526295   0.7465455981050139   8.752310569466903    0.9770731436515698   0.9100418410041841   -1.5374465049928674 
160      8524762  0.8691505960918819   0.718515594157126    8.920162011086601    0.9815962353732876   0.9016736401673641   2.8398168981301883  
170      8345845  0.8763028502485787   0.745756020529017    8.766109409145153    0.9785429558255435   0.9037656903765691   -2.636941130095969  
180      8250370  0.8771701500555584   0.7469403868930122   8.683902731354001    0.976408570569527    0.9079497907949791   -2.366914558599583  
190      8129801  0.8771701500555584   0.750493485984998    8.580089409179594    0.9745824568161926   0.9037656903765691   -0.24649876426974227
200      8090895  0.8777451897549426   0.760757994472957    8.54659024179397     0.975274809798132    0.9037656903765691   -0.5893314009376063 
210      8491954  0.879455380547542    0.7619423608369522   8.89191339432858     0.9789172425197192   0.9121338912133892   1.0834254473754967  
220      8369358  0.8773141457828263   0.7552309514409791   8.786354767772055    0.9757676185083886   0.9121338912133892   -0.4690749464043518 
230      8072091  0.8798794771262701   0.7619423608369522   8.530399465473625    0.9724559142235722   0.9121338912133892   0.9183423874399158  
240      8321052  0.874403853672747    0.7402289774970391   8.744761934282876    0.9750817252590072   0.9058577405857741   -1.016539086398431  
250      8215216  0.8730729203314537   0.7303592577970786   8.653634142183327    0.9767020042211101   0.9037656903765691   -0.8157245585970787 
260      8352948  0.8788877834551564   0.7572048953809711   8.77222529322319     0.9761940048351894   0.9121338912133892   -0.19390755995142436
270      8337661  0.8764477978446116   0.7453612317410185   8.759062753465209    0.9795162112570005   0.9037656903765691   -1.3232338799161631 
280      8226041  0.8721780920258395   0.7350967232530596   8.662954773627048    0.9765310980888529   0.899581589958159    -1.7608994266602962 
290      8163586  0.874403853672747    0.7445716541650217   8.609179250595401    0.9762565425182738   0.899581589958159    0.2800524465105191  
