Seed     Revenue  Train score1         Train score2         Train score3         Winning score1       Winning score2       Winning score3      
0        7419582  0.8212743504496248   0.7388535031847133   5.5861478577894035   0.8657335059300147   0.7276341948310139   0.5054130101280364  
10       7365429  0.8239739174028711   0.7560019598236158   5.544922132230185    0.8669445036457123   0.7236580516898609   0.5703244360564393  
20       7810748  0.82435508741632     0.7432631063204311   5.883935647276551    0.8701995503600463   0.7455268389662028   -0.30489279499808297
30       7414952  0.8258688191357815   0.7506124448799608   5.582623120298606    0.8655646065945666   0.7455268389662028   2.629968297785158   
40       7269764  0.8179200430881961   0.718765311121999    5.47209405187226     0.8670308617329042   0.7137176938369781   5.979538585147492   
50       7528202  0.8249247797648398   0.7574718275355218   5.668838351580003    0.8680040489945771   0.7236580516898609   1.3908023644230554  
60       7584220  0.8218575104758674   0.7329740323370897   5.711483868806682    0.8683538933948479   0.7335984095427436   1.1950928254081277  
70       7823830  0.8245452590940177   0.7457128858402744   5.893894743573444    0.869267474656452    0.7415506958250497   0.9679367288649181  
80       8019021  0.8239739174028711   0.7388535031847133   6.042490215618013    0.8713797596300136   0.7395626242544732   1.6454407496353485  
90       7584398  0.8266192034810811   0.7481626653601176   5.711619377073067    0.8668671734281904   0.7395626242544732   1.3211441140951177  
100      7664553  0.8249247797648398   0.7545320921117099   5.772639967478016    0.8686183552029785   0.7375745526838966   -0.9690017732192391 
110      7734213  0.8169169839290865   0.7128858402743753   5.825670899143025    0.8706971347391543   0.7256461232604374   1.3593156473585453  
120      7586889  0.8254920158773527   0.7383635472807447   5.71351573152006     0.8680317312448889   0.7296222664015904   0.9518031282832916  
130      7925060  0.8212743504496248   0.7354238118569328   5.970959360461885    0.8719103104660737   0.7335984095427436   0.33384132540664513 
140      7935473  0.8264320082529663   0.7569818716315532   5.9788865940454015   0.8700701429809367   0.7514910536779325   0.8932466594438425  
150      7675181  0.8253032087808759   0.7486526212640863   5.7807308767765475   0.8683211312822834   0.7395626242544732   -0.032715273184524024
160      7429485  0.8256805524041981   0.7569818716315532   5.593686837351255    0.865549496154426    0.7375745526838966   0.14370017897831416 
170      7977668  0.8262445462940576   0.7569818716315532   6.011008904720179    0.8698149141600798   0.757455268389662    1.067803749660874   
180      7432920  0.8224380970233812   0.7417932386085252   5.596301842379525    0.8665711300615698   0.7216699801192843   0.6588899510096786  
190      6983823  0.81851822819816     0.7212150906418422   5.25441220244326     0.8641068067517755   0.7077534791252486   2.371446262986095   
200      7640381  0.8239739174028711   0.7413032827045566   5.754238249415906    0.8679663662093224   0.7375745526838966   1.7001877451015925  
210      7705481  0.8264320082529663   0.7491425771680549   5.803797733357796    0.8684529819923623   0.7395626242544732   1.874777180358403   
220      7693709  0.8271791963441403   0.7579617834394905   5.794835916998903    0.8679958933549995   0.7435387673956262   -0.4230434593465872 
230      7369188  0.8216634108679102   0.7417932386085252   5.547783792754571    0.8659876548842236   0.7176938369781312   0.21565799256505577 
240      7136474  0.8254920158773527   0.7457128858402744   5.37062272138663     0.8624162700893553   0.7296222664015904   3.1461618080762253  
250      7062109  0.8202966358515947   0.7246447819696228   5.3140099560511675   0.8633257429596183   0.709741550695825    1.2490226151810417  
260      7439036  0.8245452590940177   0.7368936795688388   5.600957845509918    0.8660787964102654   0.731610337972167    1.2134525944393415  
270      7350131  0.8266192034810811   0.7564919157275846   5.533276034145038    0.865448203850534    0.731610337972167    1.2471814739041482  
280      7511665  0.8228237361908521   0.7422831945124939   5.656249024606931    0.8680158313381194   0.7276341948310139   0.3631628115541273  
290      7526930  0.8224380970233812   0.732484076433121    5.6678700003730285   0.8666504910847924   0.7375745526838966   -0.15705774053724939
