round bids     cpc                  cpm                  ctr                     revenue  imps     clks     auc                  rmse                 roi                  cost    
1     417197   302.02545132743364   92.9465995620772     0.00030774426179504776  -2827876 367188   113      0.5398584824316182   0.017695147223848826 -0.08285874987503251 34128876
1     343862   292.6479677419355    80.88114009931738    0.00027637690677777217  404739   336497   93       0.5174279780256261   0.016970731845922543 0.0148712198196512   27216261
2     417197   275.5441914893617    81.67104118055117    0.00029639906665825816  136846   317140   94       0.543719769430147    0.017662335090437933 0.005283393936810692 25901154
2     343862   280.245875           76.45312364371365    0.0002728073112359411   1474363  322572   88       0.5170866995719474   0.016848627579453025 0.05978366318505134  24661637
3     417197   278.00901315789474   73.81664174515777    0.00026551887978982087  -76685   286232   76       0.5474074632170334   0.01765615734970068  -0.0036294260622466564 21128685
3     343862   266.60415476190474   72.17407376372918    0.0002707162378177693   2553251  310288   84       0.516899866112684    0.016823198139843433 0.11401114609500647  22394749
4     417197   272.971455882353     69.21311994988571    0.000253554422846745    273941   268187   68       0.5508956686723089   0.017653987521479786 0.014758114926797723 18562059
4     343862   248.9267951807229    68.67219963903837    0.0002758730717967979   3990076  300863   83       0.5167182807842987   0.016813592398677458 0.19312185650554642  20660924
5     417197   262.99741538461535   66.43620196492974    0.0002526116154707126   910168   257312   65       0.5542698175592891   0.017652988365651948 0.05324228983355905  17094832
5     343862   240.18874074074074   66.12541720764875    0.00027530606557042735  4601712  294218   81       0.5165524998271865   0.016808880090587282 0.23652757029348526  19455288
6     417197   262.7821129032258    64.83979973972532    0.00024674358168207485  881509   251273   62       0.5574958810344252   0.01765245401972315  0.05410523166776646  16292491
6     343862   233.34555            64.4269488419287     0.0002761010391752862   5092356  289749   80       0.5163866888807551   0.016806196225839516 0.2727905031829405   18667644
7     417197   259.8482131147541    63.93051863981576    0.0002460302415532978   1046259  247937   61       0.5606171282939044   0.017652141031428058 0.06600694566897534  15850741
7     343862   229.03116455696204   63.14506976387076    0.00027570514207539664  5369538  286538   79       0.5162218076032221   0.016804510628330237 0.2967667547537337   18093462
8     417197   260.55901666666665   63.45811414190615    0.00024354603019970775  986459   246360   60       0.5635968376968026   0.017651946829277478 0.06309888463528512  15633541
8     343862   224.0610506329114    62.24727900605916    0.00027781392093908136  5762177  284363   79       0.5160943230068611   0.016803374929641773 0.32553158686463335  17700823
9     417197   263.77862711864407   63.285074699696644   0.00023991737083092738  780061   245918   59       0.5664321873390201   0.017651821784311288 0.05012298769531899  15562939
9     343862   220.38962025316457   61.555687547287214   0.0002793039321751059   6052220  282846   79       0.5160176103280817   0.016802567240931855 0.34761337516182506  17410780
10    417197   264.08635593220345   63.30098763726777    0.00023969806169584347  761905   246143   59       0.5691340221853305   0.0176517393078824   0.04889932318620739  15581095
10    343862   217.52111392405064   61.00404346637604    0.0002804511358271001   6278832  281689   79       0.5159918195134803   0.01680196721811425  0.3653846959596764   17184168
11    417197   256.6384590163934    63.435822419605806   0.00024717971991701244  1242054  246784   61       0.5716716517231782   0.01765168401946079  0.07933939855174205  15654946
11    343862   215.2736835443038    60.557341499456975   0.000281303968522442    6456379  280835   79       0.5159953582531581   0.01680150501422482  0.3796391417201571   17006621
12    417197   258.5878524590164    63.668452068617555   0.0002462159434914228   1123141  247750   61       0.5740997249842351   0.01765164649827411  0.07120267779748761  15773859
12    343862   216.10803846153848   60.1707949154539     0.0002784292307857059   6309573  280143   78       0.5160345243041691   0.01680113794622432  0.37431259898672475  16856427
13    417197   252.44728571428573   63.92483369842642    0.0002532205229204767   1546821  248795   63       0.576377610238237    0.01765162073113021  0.09725877707991089  15904179
13    343862   214.56997435897435   59.849800279644256   0.0002789290554675459   6429542  279641   78       0.5161244322834423   0.016800838856950193 0.3841638415965911   16736458
14    417197   250.735921875        64.20611688826116    0.0002560706755064398   1680901  249931   64       0.5785184394833444   0.017651602770669284 0.10474796721824924  16047099
14    343862   213.16998717948718   59.55449973853306    0.0002793756312814745   6538741  279194   78       0.5162705102577718   0.016800589892478394 0.39325429404810497  16627259
15    417197   252.997640625        64.48546554463884    0.0002548856399819987   1536151  251093   64       0.5805602254277168   0.017651589980386097 0.09487187040837645  16191849
15    343862   211.9503205128205    59.29424528809425    0.00027975539336118935  6633875  278815   78       0.5164264547181522   0.016800378983979142 0.401271766333729    16532125
16    417197   243.90746268656716   64.7905639805729     0.0002656358410149668   2217200  252225   67       0.5824740112776567   0.01765158058409783  0.13567660845194532  16341800
16    343862   216.39940789473687   59.05694422998891    0.00027290714334447704  6125645  278483   76       0.5166187162442096   0.016800197767548472 0.37246216562879736  16446355
17    417197   246.10261194029852   65.08363956439536    0.0002644573296125108   2070125  253349   67       0.5842705313350318   0.017651573383564757 0.125546770170797    16488875
17    343862   224.1530684931507    58.82711562175318    0.0002624417145712673   5317826  278157   73       0.516874705073788    0.016800040309539896 0.32498743825617205  16363174
18    417197   248.24701492537315   65.37540877932206    0.0002633482170932646   1926450  254416   67       0.5860069061030777   0.017651567574501884 0.11582409191615237  16632550
18    343862   223.12931506849316   58.61639113004801    0.00026270143442180496  5392560  277882   73       0.5171272451316464   0.01679990230298844  0.331066695153127    16288440
19    417197   250.05637313432837   65.60794871594051    0.00026237263179329734  1805223  255362   67       0.5876182871189668   0.017651562623205774 0.1077502105943036   16753777
19    343862   222.2038904109589    58.42458164948602    0.0002629323075371527   5460116  277638   73       0.5173627512561401   0.016799780549421224 0.3366102611916835   16220884
20    417197   248.3400588235294    65.8770631536652     0.0002652695802108893   1948876  256343   68       0.5891769925916718   0.017651558182181153 0.11540603361472326  16887124
20    343862   221.2781095890411    58.23737967336049    0.000263186357572917    5527698  277370   73       0.5176252777573267   0.016799672618525534 0.34220235590221737  16153302
