round bids     cpc                  cpm                  ctr                     revenue  imps     clks     auc                  rmse                 roi                  cost    
1     250550   313.42277108433734   103.99770529421406   0.00033181285754834273  -6011090 250141   83       0.5565047864083867   0.019127904355771014 -0.23107054676907784 26014090
1     206295   324.8498301886792    83.45835332897065    0.0002569136430839332   60959    206295   53       0.5174166160910438   0.019020522467253498 0.0035406200171097927 17217041
2     250550   307.691962962963     101.71510602869876   0.00033057446495910674  -5402049 245028   81       0.5583726225916013   0.018480416190752122 -0.21674912246892425 24923049
2     206295   324.19645283018866   83.34786299496005    0.0002570906074614485   95588    206153   53       0.5172767364515729   0.017049104411842056 0.005563130484823668 17182412
3     250550   297.08736708860755   98.82521716795304    0.00033264698575512973  -4430902 237489   79       0.5598310067637028   0.018340555041579342 -0.18879081812953458 23469902
3     206295   321.9911132075472    82.98376845985149    0.0002577206794100628   212471   205649   53       0.5172502974615093   0.016571036435993083 0.012450302595366367 17065529
4     250550   299.6059594594595    96.27106419564387    0.000321325598360371    -4336841 230296   74       0.5611604270211197   0.01828708190925715  -0.19561012593072136 22170841
4     206295   318.83254716981133   82.47010736944851    0.00025866276232308443  379875   204900   53       0.5172647519958693   0.016378139977920987 0.022480304767540777 16898125
5     250550   285.2372567567568    94.17635012135922    0.0003301684751570531   -3273557 224128   74       0.5624547802536188   0.01826069461645704  -0.1550893360136372  21107557
5     206295   315.0587924528302    81.8667529551349     0.0002598459554731893   579884   203967   53       0.5172906420795647   0.016279499045914417 0.0347275105766423   16698116
6     250550   284.448323943662     92.32253271955128    0.00032456697736716754  -3084831 218753   71       0.5636686092066766   0.01824561718638163  -0.15274593058339614 20195831
6     206295   311.6063396226415    81.32129896348819    0.000260974468818475    762864   203085   53       0.5173149769285506   0.016221559834449957 0.04619180853248801  16515136
7     250550   281.08717391304344   90.59577360182733    0.00032230490043581227  -2766015 214083   69       0.5648477559581353   0.018236140024003977 -0.14261473889037982 19395015
7     206295   313.7983653846154    80.73820904088984    0.00025729327474963387  634485   202104   52       0.5173279677125955   0.016184277821912618 0.03888367806004775  16317515
8     250550   279.3122388059702    89.1020244919725     0.0003190050850362809   -2566920 210028   67       0.5660031398696632   0.018229771077710132 -0.13716634462474991 18713920
8     206295   316.5477254901961    80.222690432769      0.0002534300011429196   482066   201239   51       0.517372063190833    0.01615868642266807  0.02986050364180131  16143934
9     250550   279.0718615384615    87.79709983592195    0.00031460391367268606  -2474671 206609   65       0.5671412548347639   0.018225274758098504 -0.136423146814515   18139671
9     206295   313.33190196078436   79.73538011695906    0.00025447577989341953  646073   200412   51       0.5174393042209253   0.01614025250315496  0.040430284819198484 15979927
10    250550   271.3665076923077    86.64660660601655    0.00031929734934077377  -1973823 203572   65       0.5682679694090476   0.018221978795437254 -0.11190219438111035 17638823
10    206295   316.66621999999995   79.2997786280952     0.00025042070678740286  466689   199664   50       0.5175079175169379   0.016126469434816135 0.029475136312297534 15833311
11    250550   269.149              85.67701888068758    0.0003183256073055727   -1801536 201052   64       0.5693722199221012   0.01821949051494231  -0.10458519258849187 17225536
11    206295   314.25312            78.94458233266678    0.0002512133605313665   587344   199034   50       0.517589064175022    0.016115852672113216 0.03738031304191984  15712656
